reference_enquete;nom_region_men;nom_departement_men;nom_cav_men;nom_commune_men;nom_quatier_men;milieu_de_residence;m1;m1_autre;m2;m2_autre;m3;m4;m4_autre;m5;m5_autre;m6;m6_autre;m7;m7_autre;m8;m8_autre;m9;m9_autre;m10;m10_autre;m11a;m11b;m11c;m11d;m11e;m11f;m11g;m11h;m11i;m11j;m11k;m11l;m11m;m11n;m11o;m12a;m12b;m12c;m12d;m12e;m12f;m12g;m12h;m12i;m12j;m12k;m12l;m12m;m12n;m12o;m12p;m12q;m12r;m12s;m13;m13_autre;m14;m14_1;m14_2;m14_3;m14_4;m14_5;m14_6;m14_7;m14_8;m14a;m14b;m14c;m14d;m14e;m14f;m14g;m14h;m15;m15a;m15b;m15c;m15d;m15e;m15f;m15g;m16a;m16b;m16c;m16d;m16e;m16f;m16g;m17;m18;m19a1;m19a2;m19a3;m19a4;m19a5;m19a6;m19a7;m19a8;m19a9;m19a10;m19a11;m19a12;m19a13;m19a14;m19a15;m19a16;m19a17;m19a18;m19b1;m19b2;m19b3;m19b4;m19b5;m19b6;m19b7;m19b8;m19b9;m19b10;m19b11;m19b12;m19b13;m19b14;m19b15;m19b16;m19b17;m19b18;m20z;m20a;m20b;m20c;m20d;m20e;m21a1;deces_soutien_famille_s1;deces_soutien_famille_s2;deces_soutien_famille_s3;mois_du_deces;m21a2;m21a__incendie_s1;m21a__incendie_s2;m21a__incendie_s3;m21c_mois_de_l_incendie;m21a3;m21a__inondation_s1;m21a__inondation_s2;m21a__inondation_s3;m21c_mois_de_l_inondation;m21a4;m21a__s_cheresse_s1;m21a__s_cheresse_s2;m21a__s_cheresse_s3;m21c_mois_de_la_secheresse;m21a5;m21_a_un_accident_grave_s1;m21_a_un_accident_grave_sa;m21_a_un_accident_grave_s3;m21c_mois_de_l_accident_grave;m21a6;m21a__la_perte_d_emploi_s1;m21a__la_perte_d_emploi_s2;m21a__la_perte_d_emploi_s3;m21c_mois_de_la_perte_d_emploi;m21a7;m21a__la_perte_de_r_colte_s1;m21a__la_perte_de_r_colte_s2;m21a__la_perte_de_r_colte_s3;m21c_mois_de_la_perte_de_recolt;m21a8;m21a__une_longue_maladie_d_un_sc;m21a__une_longue_maladie_d_un_s2;m21a__une_longue_maladie_d_un_s3;m21c_mois_d_une_longue_maladie;m21a9;m21_a_maladie_d_un_enfant_s1;m21_a_maladie_d_un_enfant_s2;m21_a_maladie_d_un_enfant_s3;m21c_mois_de_la_maladie_d_un_en;m21a10;m21_a_handicap_d_un_soutien_s1;m21_a_handicap_d_un_soutien_s2;m21_a_handicap_d_un_soutien_s3;m21c_mois_de_l_handicap_d_un_so;m21a11;m21_a_perte_principal_moyen_p_s1;m21_a_perte_principal_moyen_p_s2;m21_a_perte_principal_moyen_p_s3;m21c_mois_de_perte_principal_mo;m21a12;m21_a_perte_de_b_tail_s1;m21_a_perte_de_b_tail_s2;m21_a_perte_de_b_tail_s3;m21c_mois_de_la_perte_de_betail;m21a13;m21_a_hausse_des_prix_s1;m21_a_hausse_des_prix_s2;m21_a_hausse_des_prix_s3;m21c_mois_de_l_hausse_des_prix;m21a14;m21_a_autres_probl_mes_s1;m21_a_autres_probl_mes_s2;m21_a_autres_probl_mes_s3;m21c_mois_de_autres_problemes;m21bis_a;m21bis_b;m21bis_c;m21bis_d;m21bis_e;m21bis_f;m21bis_g;m21bis_h;m21bis_i;m21bis_j;m21bis_k;m21bis_l;m22a;m22b;m22c;m22d;m22e;m22f;m22g;m22h;m22i;m22j;m22k;m22l;m22m;m22n;m22q;m22p;m22o;m22r;m22s;m22t;m23a1;m23a2;m23a3;m23a4;m23a5;m23a6;m23a7;m23a8;m23b1;m23b2;m23b3;m23b4;m23b5;m23b6;m23b7;m23b8;m24;m25;i9;i10
SN2019-0412010100400-012;SAINT-LOUIS;DAGANA;MBANE;MBANE;BISNABE BIKIDIWI;Rural;1;NA;1;NA;2;4;NA;4;NA;6;NA;9;NA;2;NA;9;NA;6;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenu de l'élevage;NA;13;1;0;1;0;0;0;0;0;17;NA;20;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2;2;2;0;0;0;0;0;0;0;0;5;0;2;0;4;2;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;5;5;1;5;4;0;0;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;5;4;4;4;4;4;4;5;30;50;50;30;50;30;30;40;2;50;1;1
SN2019-0412010103700-002;SAINT-LOUIS;DAGANA;MBANE;MBANE;SAGOBE;Rural;1;NA;1;NA;2;4;NA;4;NA;4;NA;7;NA;2;NA;9;NA;5;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus de l'agriculture;NA;7;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;7;2;0;2;5;0;0;0;0;0;0;0;1;0;2;6;6;4;5;5;NA;5;5;NA;NA;NA;NA;NA;NA;NA;5;NA;5;5;5;6;1;2;3;2;1;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;12;1;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;1;0;9;0;0;0;0;7;20;999;7;7;7;7;1;20;2;98;1;1
SN2019-0412010103800-005;SAINT-LOUIS;DAGANA;MBANE;MBANE;SANEINTE TACQUE;Rural;3;NA;1;NA;1;4;NA;1;NA;1;NA;1;NA;2;NA;3;NA;11;NA;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus de l'agriculture;NA;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;1;0,5;NA;NA;NA;NA;NA;NA;0,5;NA;NA;NA;NA;NA;NA;0,5;0;6;5;4;2;0;0;0;0;0;0;0;0;5;0;3;5;4;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;5;5;5;1;5;4;4;0;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;3;3;3;0;0;0;3;10;30;30;30;10;10;5;10;2;50;1;1
SN2019-0412010190101AAA -002;SAINT-LOUIS;DAGANA;MBANE;MBANE;MBELOGNE WIDIDJI;Rural;1;NA;1;NA;2;4;NA;4;NA;6;NA;7;NA;2;NA;9;NA;2;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenu de l'élevage;NA;123;1;1;1;0;0;0;1;0;4;7;4;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;5;0;0;0;0;0;0;0;0;0;6;0;3;5;5;4;5;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;5;5;5;1;5;4;0;0;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;17;7;7;7;7;0;7;15;30;60;60;60;60;15;60;2;50;1;1
SN2019-0412010190611AAA-004;SAINT-LOUIS;DAGANA;MBANE;MBANE;SOWONABE BELLY NAMARY 3;Rural;1;NA;1;NA;3;4;NA;4;NA;7;NA;7;NA;2;NA;5;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;1237;1;1;1;0;0;0;1;0;5;4;1;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;0;2;2;2;2;0;0;0;0;0;5;0;3;5;5;0;5;5;NA;5;5;5;5;NA;NA;NA;NA;NA;5;NA;7;5;5;NA;1;4;3;2;3;2;1;98;NA;NA;5;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;6;2;NA;NA;NA;NA;1;98;NA;NA;6;1;98;NA;NA;6;1;NA;NA;NA;NA;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;9;6;0;0;7;0;7;3;30;30;10;10;30;3;35;2;95;1;1
SN2019-0412010104102-001;SAINT-LOUIS;DAGANA;MBANE;MBANE;H1 BELELLE PATHE 2;Rural;1;NA;1;NA;5;4;NA;4;NA;7;NA;7;NA;2;NA;5;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;1237;1;1;1;0;0;0;1;0;8;10;10;NA;NA;NA;5;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;2;0;3;0;1;2;2;0;0;0;0;5;0;3;5;5;0;5;5;NA;5;NA;5;5;5;NA;NA;NA;NA;5;NA;1;5;5;NA;1;5;3;2;1;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;5;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;5;1;98;NA;NA;6;1;NA;NA;NA;NA;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;NA;2;5;6;15;5;5;15;0;15;30;35;40;25;25;45;3;45;2;95;1;1
SN2019-0412010104300-001;SAINT-LOUIS;DAGANA;MBANE;MBANE;TEMEYE;Rural;3;NA;1;NA;3;3;NA;1;NA;1;NA;1;NA;2;NA;1;NA;1;NA;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;Revenus de l'agriculture;NA;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;0,910000026;0;7;6;0;0;6;0;0;0;0;0;1;0;6;0;1;6;6;6;5;5;NA;NA;5;NA;NA;NA;NA;NA;5;NA;5;NA;9;5;5;5;1;3;0;4;0;6;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;8;1;NA;NA;NA;NA;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;4;0;0;0;0;0;0;10;25;15;15;15;4;1;10;3;98;1;1
SN2019-0412010100500-001;SAINT-LOUIS;DAGANA;MBANE;MBANE;BISNABE BIROM SAKODO;Rural;1;NA;1;NA;7;4;NA;4;NA;6;NA;7;NA;2;NA;9;NA;2;NA;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenu de l'élevage;NA;23;0;1;1;0;0;0;1;0;NA;10;5;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2;2;2;0;0;0;0;0;0;1;0;5;0;3;5;4;2;5;5;5;5;NA;NA;NA;NA;NA;NA;5;NA;5;NA;5;5;5;5;1;5;4;4;0;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;9;9;9;9;9;9;0;9;50;50;40;50;50;50;15;50;2;50;1;1
SN2019-0412010100600-001;SAINT-LOUIS;DAGANA;MBANE;MBANE;BISNABE BOUTEYNI;Rural;1;NA;1;NA;2;4;NA;4;NA;7;NA;7;NA;2;NA;9;NA;7;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;1;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;3;0;3;5;0;0;0;0;0;0;0;1;0;2;6;6;4;9;5;NA;5;5;NA;NA;NA;NA;NA;NA;NA;5;NA;5;5;5;9;1;3;2;2;1;3;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;1;1;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;3;16;3;3;3;3;3;20;35;999;35;35;35;35;35;999;2;98;1;1
SN2019-0412010190801AAA-003;SAINT-LOUIS;DAGANA;MBANE;MBANE;SOWONABE NIAPY;Rural;1;NA;1;NA;4;4;NA;4;NA;7;NA;1;NA;2;NA;3;NA;1;NA;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus de l'agriculture;NA;3;0;0;1;0;0;0;0;0;NA;NA;5;NA;NA;NA;NA;NA;1;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;0,25;0;7;7;0;0;0;0;0;0;0;0;0;0;4;0;5;4;7;7;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;9;9;5;1;6;3;4;3;4;1;6;97;5;9;2;NA;NA;NA;NA;1;98;NA;NA;9;1;6;1;NA;11;2;NA;NA;NA;NA;1;5;97;NA;9;2;NA;NA;NA;NA;1;6;97;NA;10;2;NA;NA;NA;NA;1;6;97;NA;9;2;NA;NA;NA;NA;1;5;97;NA;11;1;5;97;NA;12;1;TRUE;TRUE;NA;TRUE;2;2;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;8;8;8;8;2;0;11;5;20;20;20;20;15;5;30;1;99;1;1
SN2019-0412010190801AAA-005;SAINT-LOUIS;DAGANA;MBANE;MBANE;SOWONABE NIAPY;Rural;1;NA;1;NA;2;4;NA;4;NA;7;NA;7;NA;2;NA;8;NA;3;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;1;1;0;0;0;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;0;0;5;0;0;0;0;0;0;0;4;0;0;6;6;5;5;5;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;5;5;5;1;3;2;0;0;0;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;6;2;2;2;0;0;2;9;35;20;20;20;13;10;20;3;98;1;1
SN2019-0412010100900-001;SAINT-LOUIS;DAGANA;MBANE;MBANE;BISNABE WENDOU SENO;Rural;1;NA;1;NA;4;4;NA;4;NA;6;NA;7;NA;2;NA;9;NA;6;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;12;1;1;0;0;0;0;1;0;2;3;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;1;0;2;0;0;0;0;0;0;0;0;5;0;3;5;3;2;5;5;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;5;5;5;1;5;4;4;0;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;10;10;10;10;10;10;10;20;40;40;40;40;40;40;40;2;50;1;1
SN2019-0412010101000-001;SAINT-LOUIS;DAGANA;MBANE;MBANE;BOULEOULNABE;Rural;1;NA;1;NA;4;4;NA;4;NA;7;NA;7;NA;2;NA;5;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;1237;1;1;1;0;0;0;1;0;5;10;14;NA;NA;NA;3;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;0;3;0;1;1;1;0;0;0;0;4;4;3;4;4;4;5;NA;NA;5;NA;5;5;5;NA;NA;NA;NA;5;5;5;5;5;5;2;0;0;0;0;0;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;6;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;6;1;98;NA;NA;6;1;NA;NA;NA;NA;2;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;5;15;7;8;8;8;7;0;25;35;38;38;38;38;38;45;2;95;1;1
SN2019-0412010104300-003;SAINT-LOUIS;DAGANA;MBANE;MBANE;TEMEYE;Rural;3;NA;1;NA;2;3;NA;1;NA;1;NA;1;NA;2;NA;3;NA;1;NA;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus de l'agriculture;NA;3;0;0;1;0;0;0;0;0;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;0;0;7;5;0;2;0;6;6;6;0;0;0;0;7;0;3;0;5;7;5;5;NA;5;NA;5;5;5;NA;NA;NA;NA;5;NA;5;NA;5;5;1;3;2;2;2;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;7;1;NA;NA;NA;NA;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;2;0;5;0;0;0;0;0;0;5;25;5;5;5;2;0;2;2;95;1;1
SN2019-0412010104400-002;SAINT-LOUIS;DAGANA;MBANE;MBANE;TETHIAME MALAL;Rural;1;NA;1;NA;3;4;NA;5;NA;7;NA;7;NA;2;NA;9;NA;6;NA;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;1237;1;1;1;0;0;0;1;0;6;4;3;NA;NA;NA;3;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;1;3;2;0;3;2;0;0;0;0;2;0;7;7;7;0;5;NA;5;8;5;NA;5;5;NA;NA;NA;NA;5;NA;1;5;5;NA;2;0;0;0;0;0;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;10;NA;NA;7;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;5;1;NA;NA;NA;NA;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;1;2;2;2;NA;1;8;0;12;12;0;12;0;0;25;60;30;35;0;35;4;60;3;10;1;1
SN2019-0412010100400-001;SAINT-LOUIS;DAGANA;MBANE;MBANE;BISNABE BIKIDIWI;Rural;1;NA;1;NA;5;4;NA;4;NA;6;NA;7;NA;2;NA;9;NA;6;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;23;0;1;1;0;0;0;1;0;NA;5;5;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2;0;0;0;0;0;0;0;0;1;0;5;0;2;5;4;2;5;5;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;5;5;5;5;1;5;4;0;0;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;11;11;11;11;11;11;11;11;40;40;40;40;40;40;40;40;2;50;1;1
SN2019-0412010100600-003;SAINT-LOUIS;DAGANA;MBANE;MBANE;BISNABE BOUTEYNI;Rural;1;NA;2;NA;6;4;NA;4;NA;7;NA;7;NA;2;NA;5;NA;2;NA;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;1237;1;1;1;0;0;0;1;0;7;NA;4;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;0;3;0;1;1;1;0;0;0;0;0;0;3;4;4;0;5;NA;NA;5;NA;5;5;5;NA;NA;NA;NA;NA;NA;1;5;5;NA;1;5;1;2;2;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;5;2;NA;NA;NA;NA;1;98;NA;NA;6;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;6;1;NA;NA;NA;NA;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;9;0;9;9;9;9;9;0;45;60;30;30;30;30;30;60;2;95;1;1
SN2019-0412010101100-013;SAINT-LOUIS;DAGANA;MBANE;MBANE;DIAGLE;Rural;3;NA;6;NA;2;3;NA;1;NA;1;NA;1;NA;2;NA;3;NA;1;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;Revenus des activités non agricoles;NA;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;0;0;0;5;5;5;0;0;0;0;7;0;3;0;5;5;9;7;NA;NA;NA;5;5;5;NA;NA;NA;NA;5;NA;5;NA;5;5;1;5;3;2;2;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;98;NA;NA;7;1;NA;NA;NA;NA;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;15;0;0;0;0;0;0;4;30;2;3;3;3;0;3;2;95;1;1
